sector,state,collateral_type,business_age_months,monthly_revenue,monthly_expenses,loan_amount,loan_tenor_months,interest_rate,avg_monthly_txn_count,avg_txn_value,airtime_topup_freq_monthly,mobile_money_balance_volatility,utility_payment_consistency,prior_loans_count,prior_default_count,bvn_linked,has_registered_business,owner_age,default
Fashion,Kano,Inventory,2,473965.16,341592.55,928856.9,3,0.384,53,8942.74,11,0.419,0.931,2,1,1,0,43,1
Food Services,Abuja,None,66,701749.58,588535.27,1564247.54,9,0.165,76,9233.55,7,0.847,0.251,5,0,1,0,58,1
Agric,Abuja,Equipment,85,1385284.13,781172.16,783475.72,6,0.271,54,25653.41,10,0.329,0.997,0,0,1,0,55,0
Fashion,Delta,Vehicle,110,300204.04,197479.61,468071.03,12,0.303,54,5559.33,10,0.703,0.853,0,0,1,0,47,0
Agric,Enugu,Inventory,64,246981.14,123505.58,262223.89,6,0.155,66,3742.14,12,0.319,0.537,2,0,1,1,54,0
Fashion,Lagos,Vehicle,46,2773948.87,1422212.28,3914382.3,12,0.329,63,44030.93,9,0.465,0.243,2,1,1,1,39,1
Fashion,Delta,Equipment,128,376483.85,290980.39,893426.02,24,0.186,46,8184.43,5,0.207,0.516,1,0,1,0,56,0
Tech,Enugu,Equipment,28,1003169.95,897035.27,1412930.64,6,0.222,46,21808.04,5,0.538,0.994,3,0,1,0,40,1
Fashion,Lagos,None,23,608052.32,387730.26,1427546.85,9,0.448,64,9500.82,10,0.857,0.762,0,0,0,1,49,0
Agric,Enugu,None,125,632807.12,430848.62,1853858.27,12,0.318,55,11505.58,8,0.784,0.703,2,1,1,0,39,1
Trading,Oyo,Property,105,2642803.25,1570999.56,7422199.22,9,0.44,59,44793.28,6,0.751,0.945,0,0,0,1,36,1
Trading,Delta,Inventory,156,675594.1,381210.63,1735812.12,9,0.298,61,11075.31,7,0.06,0.659,2,0,1,0,24,0
Tech,Kano,Inventory,133,529059.66,475013.14,1392737.4,3,0.391,47,11256.59,12,0.271,0.325,1,1,1,1,51,1
Food Services,Oyo,Property,162,572206.91,433420.42,849630.44,9,0.161,64,8940.73,6,0.82,0.87,2,0,1,1,43,0
Trading,Abuja,None,119,463651.01,378892.66,1079822.79,24,0.237,53,8748.13,10,0.635,0.504,2,0,1,1,33,0
Tech,Abuja,Property,151,399080.48,357915.79,865020.57,24,0.235,56,7126.44,12,0.599,0.893,1,0,1,0,61,0
Transport,Oyo,None,31,465328.01,355872.15,1376082.12,18,0.171,65,7158.89,9,0.82,0.836,3,1,1,1,56,1
Agric,Kaduna,Vehicle,95,3258863.59,1893816.45,6313221.33,3,0.436,66,49376.72,8,0.403,0.297,1,1,1,1,63,1
Fashion,Delta,None,170,1383794.53,1136085.03,2178667.17,3,0.301,52,26611.43,9,0.275,0.745,2,0,1,0,30,0
Retail,Kaduna,None,142,534626.21,447221.63,1386375.1,12,0.328,57,9379.41,5,0.409,0.891,2,0,1,1,39,0
Fashion,Oyo,Equipment,73,1764697.9,1211071.33,4189275.24,6,0.306,62,28462.87,7,0.43,0.495,1,0,1,0,64,0
Transport,Oyo,None,166,174822.35,135935.97,141982.72,6,0.225,55,3178.59,6,0.226,0.931,1,0,1,1,50,0
Tech,Abuja,Vehicle,56,2515822.93,1806480.18,5008249.9,6,0.427,60,41930.38,6,0.798,0.646,0,0,1,1,44,1
Agric,Kaduna,Equipment,5,2339950.17,1520616.0,4634895.34,6,0.351,60,38999.17,8,0.075,0.492,2,1,0,0,31,0
Tech,Abuja,None,143,5458587.49,4380992.74,11348742.57,3,0.187,62,88041.73,11,0.591,0.948,6,0,0,1,30,0
Fashion,Abuja,None,74,1812823.79,1108276.31,5173337.23,12,0.289,48,37767.16,8,0.238,0.967,3,1,1,1,56,1
Trading,Kaduna,Vehicle,7,1081123.23,699877.95,2167748.35,9,0.15,39,27721.11,8,0.153,0.712,0,0,1,0,53,0
Fashion,Oyo,Equipment,37,2331509.21,1591394.78,6236897.04,18,0.352,67,34798.64,7,0.445,0.856,1,0,1,1,39,0
Tech,Abuja,Property,13,415306.26,322518.17,579747.62,6,0.307,59,7039.09,8,0.508,0.451,2,0,1,0,29,0
Fashion,Kaduna,None,179,511000.15,451464.46,328801.71,12,0.421,76,6723.69,10,0.685,0.677,2,0,1,1,49,0
Transport,Delta,Vehicle,152,688437.39,534717.91,990012.1,6,0.434,68,10124.08,7,0.071,0.582,2,1,1,0,22,0
Tech,Abuja,Inventory,167,2500480.27,2067238.58,4580063.5,24,0.179,61,40991.48,8,0.381,0.704,3,0,1,1,57,0
Retail,Oyo,Equipment,33,337631.21,213280.21,872203.87,6,0.177,69,4893.21,13,0.1,0.773,4,0,1,0,31,0
Transport,Kano,Inventory,144,306859.26,234543.82,638151.27,18,0.42,78,3934.09,7,0.891,0.742,1,0,1,1,31,0
Trading,Enugu,None,101,902464.17,493407.21,1448910.89,18,0.304,59,15296.0,5,0.786,0.466,1,1,1,1,35,0
Transport,Delta,Vehicle,53,1391339.41,985725.57,2302223.61,6,0.291,56,24845.35,6,0.878,0.836,0,0,0,0,44,0
Trading,Oyo,Vehicle,120,387405.6,313971.12,1158979.33,3,0.321,49,7906.24,4,0.414,0.47,1,0,1,0,54,1
Transport,Kaduna,Inventory,171,1333578.06,774642.34,1138021.63,12,0.29,70,19051.12,6,0.261,0.648,0,0,1,1,62,0
Transport,Oyo,Vehicle,83,2499395.37,2264311.45,2533862.52,3,0.334,70,35705.65,5,0.142,0.41,0,0,0,0,30,1
Trading,Delta,None,6,2148790.16,1477801.87,4433391.88,12,0.435,64,33574.85,5,0.722,0.283,0,0,1,0,32,1
Fashion,Kano,None,151,1002455.94,803983.54,2259048.21,18,0.332,47,21328.85,8,0.698,0.523,2,1,0,1,25,1
Retail,Kano,None,34,672301.4,478310.53,1000013.38,12,0.246,74,9085.15,8,0.255,0.27,1,0,0,1,49,0
Fashion,Kano,Inventory,33,3478324.51,2885326.45,2018574.39,24,0.214,60,57972.08,9,0.868,0.879,3,0,1,1,54,0
Trading,Delta,None,111,739599.12,564267.13,1334998.5,9,0.44,69,10718.83,10,0.476,0.748,0,0,1,1,44,0
Agric,Oyo,Inventory,144,1700306.62,943938.15,1463794.6,12,0.324,50,34006.13,11,0.196,0.87,3,1,1,1,24,0
Tech,Rivers,None,142,4250101.11,3893609.06,2720578.03,24,0.32,62,68550.02,10,0.168,0.845,0,0,0,0,57,0
Agric,Lagos,Equipment,156,1546865.64,1232894.13,2106674.9,24,0.16,60,25781.09,7,0.234,0.367,1,1,1,1,51,1
Retail,Oyo,Property,159,297335.94,211831.8,249504.04,9,0.426,54,5506.22,12,0.672,0.83,4,0,1,1,59,1
Transport,Kaduna,Equipment,23,239157.95,192395.92,382053.01,9,0.291,55,4348.33,10,0.461,0.327,1,0,1,0,36,0
Agric,Kano,None,54,558010.76,344517.62,1341589.65,18,0.45,61,9147.72,5,0.081,0.334,0,0,1,0,34,1
Transport,Oyo,Property,129,1381318.74,1168640.41,853123.3,12,0.2,65,21251.06,10,0.365,0.273,1,1,1,1,35,0
Trading,Kaduna,None,70,1088495.78,745675.59,1904572.39,9,0.248,65,16746.09,6,0.733,0.507,2,0,1,1,21,0
Agric,Oyo,Property,129,5316755.78,4584454.05,9264186.59,18,0.213,75,70890.08,11,0.213,0.797,3,1,1,1,63,0
Transport,Delta,Inventory,82,1079005.84,672570.16,544292.0,18,0.264,70,15414.37,10,0.53,0.749,1,0,1,0,40,0
Fashion,Enugu,Inventory,81,543238.05,464808.59,1274234.21,9,0.443,68,7988.79,7,0.172,0.739,0,0,1,0,35,0
Agric,Enugu,None,5,263021.78,238826.75,190517.14,9,0.274,50,5260.44,8,0.334,0.559,0,0,1,1,43,0
Retail,Kaduna,Property,109,2110411.77,1986676.95,5972757.24,18,0.398,71,29724.11,10,0.055,0.891,2,1,1,1,40,0
Food Services,Enugu,Vehicle,155,725448.16,616282.35,1522288.62,3,0.377,75,9672.64,4,0.642,0.924,2,0,1,1,30,0
Food Services,Lagos,Equipment,147,188052.08,153602.06,229337.1,18,0.239,85,2212.38,4,0.409,0.595,3,0,0,1,39,0
Transport,Kano,Vehicle,61,744177.26,546206.68,2093521.35,9,0.324,61,12199.63,7,0.154,0.706,0,0,1,0,53,0
Tech,Rivers,Vehicle,122,297698.26,163013.74,446890.13,24,0.406,54,5512.93,7,0.086,0.286,2,0,1,0,63,0
Retail,Oyo,None,36,497288.81,373928.49,572206.09,12,0.333,62,8020.79,3,0.276,0.393,4,0,0,0,52,0
Transport,Rivers,Equipment,114,733492.59,552660.16,1071817.43,9,0.229,57,12868.29,7,0.876,0.894,0,0,1,0,61,1
Transport,Oyo,None,74,322978.09,170897.47,655312.0,3,0.409,50,6459.56,6,0.705,0.357,0,0,1,1,43,0
Retail,Abuja,Inventory,166,470305.73,381315.33,1085932.39,3,0.317,69,6816.03,10,0.402,0.232,3,0,1,1,44,0
Trading,Lagos,None,128,373357.67,211702.8,804419.66,12,0.444,57,6550.13,4,0.229,0.279,2,1,0,1,53,1
Agric,Lagos,Vehicle,14,382483.09,293928.83,1072135.19,6,0.347,59,6482.76,13,0.703,0.542,2,0,1,1,24,0
Food Services,Oyo,Equipment,156,294425.58,209832.68,851015.98,24,0.285,60,4907.09,5,0.302,0.325,0,0,1,1,41,1
Retail,Lagos,None,130,472367.18,422189.7,468898.6,9,0.281,56,8435.13,12,0.488,0.913,2,1,0,0,57,1
Tech,Kaduna,Inventory,39,326038.71,197093.66,906829.72,24,0.414,52,6269.98,10,0.559,0.914,0,0,1,1,32,0
Tech,Kaduna,Inventory,51,1236661.17,713606.87,948153.89,9,0.444,53,23333.23,7,0.521,0.304,1,0,1,1,51,0
Fashion,Enugu,Equipment,31,873898.97,653700.03,2527516.34,9,0.273,58,15067.22,7,0.264,0.341,4,0,0,0,46,0
Trading,Rivers,Vehicle,56,2137705.69,1511591.62,2454860.23,3,0.199,44,48584.22,11,0.841,0.951,2,0,0,1,61,0
Trading,Kaduna,None,169,3984940.95,2281713.04,4640355.68,9,0.162,70,56927.73,8,0.306,0.658,0,0,1,0,31,0
Agric,Enugu,Inventory,162,1341893.87,1041538.41,2085120.41,18,0.247,72,18637.41,12,0.616,0.444,2,0,1,0,46,0
Tech,Kano,Inventory,99,1093209.39,992216.31,1043310.64,24,0.253,49,22310.4,4,0.395,0.507,2,0,1,1,51,0
Transport,Lagos,Inventory,65,1420193.3,1183183.24,3648897.86,9,0.278,65,21849.13,9,0.791,0.707,2,2,1,1,48,0
Tech,Oyo,Inventory,66,1110065.89,659712.89,901200.0,24,0.194,72,15417.58,9,0.275,0.788,1,1,1,1,23,0
Tech,Kaduna,None,172,763126.75,463433.73,1219645.97,3,0.298,62,12308.5,7,0.371,0.916,2,0,1,1,56,0
Food Services,Lagos,None,36,710416.56,533453.61,1966354.91,3,0.433,58,12248.56,6,0.49,0.427,2,1,1,0,36,1
Agric,Lagos,Inventory,136,290830.83,234084.71,607392.26,3,0.22,49,5935.32,7,0.342,0.395,1,0,1,1,57,0
Transport,Kano,Vehicle,179,1551957.51,1459690.45,3131713.86,3,0.355,62,25031.57,16,0.678,0.277,5,0,1,0,36,0
Tech,Oyo,None,154,709158.74,388029.61,2117980.98,3,0.161,58,12226.87,10,0.765,0.267,0,0,1,0,56,1
Tech,Kano,None,129,2688696.54,2005378.34,1495917.37,3,0.343,67,40129.8,9,0.824,0.838,1,1,1,0,24,1
Fashion,Kano,Equipment,162,1662149.68,1569598.62,2159937.27,18,0.431,72,23085.41,6,0.458,0.597,0,0,1,1,34,0
Agric,Abuja,Vehicle,40,415253.12,228349.17,337412.07,9,0.235,59,7038.19,5,0.43,0.617,0,0,1,1,54,0
Food Services,Lagos,Inventory,177,2240079.56,2100423.8,2153709.25,18,0.395,51,43923.13,8,0.589,0.358,2,0,1,0,32,0
Retail,Lagos,None,17,72789.88,51533.78,75702.29,18,0.175,49,1485.51,7,0.767,0.791,0,0,1,0,62,1
Tech,Lagos,Equipment,3,4144128.91,3409894.31,8566848.03,18,0.257,52,79694.79,10,0.392,0.533,3,0,1,0,56,0
Tech,Enugu,Inventory,36,218687.54,151194.48,258109.81,3,0.152,54,4049.77,14,0.216,0.968,0,0,1,1,24,0
Fashion,Kaduna,Equipment,109,1138931.34,1000516.84,2460617.05,3,0.257,50,22778.63,3,0.17,0.878,2,0,1,1,47,0
Tech,Kano,None,45,1071611.93,973916.34,2513116.57,18,0.243,61,17567.41,9,0.153,0.71,1,0,1,1,27,0
Agric,Lagos,None,114,2005382.1,1153093.37,3017662.9,24,0.358,66,30384.58,12,0.45,0.95,1,0,1,1,59,0
Trading,Kano,None,20,542624.52,453774.67,998873.08,6,0.238,79,6868.66,5,0.195,0.792,0,0,1,1,58,0
Retail,Delta,Equipment,125,105771.18,53872.73,87814.45,12,0.397,67,1578.67,6,0.659,0.522,2,0,1,0,23,0
Fashion,Rivers,Inventory,42,543313.01,339346.28,1293953.4,3,0.237,64,8489.27,4,0.105,0.72,1,0,1,0,41,0
Trading,Kano,None,94,598842.51,448266.03,926885.87,6,0.217,43,13926.57,12,0.599,0.394,0,0,1,1,45,0
Food Services,Oyo,Inventory,21,115350.11,88985.95,298363.21,12,0.298,55,2097.27,11,0.081,0.625,2,0,1,1,31,1
Tech,Abuja,Property,174,759818.18,504800.33,1379486.98,12,0.347,63,12060.61,4,0.158,0.412,1,1,1,0,31,1
Trading,Kano,None,68,276989.16,172203.38,620985.21,12,0.417,51,5431.16,8,0.092,0.374,2,0,1,1,46,1
Retail,Kano,Equipment,109,1308218.17,755159.22,1826870.07,9,0.394,51,25651.34,10,0.848,0.922,0,0,1,1,42,0
Tech,Kano,Equipment,88,584509.46,355306.17,835511.89,6,0.307,56,10437.67,10,0.439,0.537,0,0,1,1,22,0
Retail,Enugu,Inventory,107,4260876.28,2380134.79,6780209.3,18,0.443,57,74752.22,7,0.27,0.571,2,0,1,0,49,0
Trading,Oyo,Vehicle,82,579220.9,357683.23,1210621.21,6,0.239,67,8645.09,6,0.825,0.267,3,0,0,0,22,0
Transport,Lagos,Property,14,1074485.11,934346.14,1897899.53,18,0.45,68,15801.25,3,0.079,0.674,2,0,1,0,48,0
Transport,Lagos,None,149,602134.21,378974.25,1511773.02,9,0.266,62,9711.84,11,0.819,0.946,0,0,1,1,55,0
Trading,Kano,None,116,169237.55,153745.55,107803.21,12,0.229,74,2286.99,8,0.699,0.534,1,0,1,1,49,0
Agric,Delta,None,46,606680.94,370289.59,1669195.74,24,0.265,62,9785.18,9,0.298,0.428,1,0,1,1,55,0
Agric,Lagos,None,16,1437005.65,1036632.53,4045302.63,9,0.326,59,24356.03,4,0.813,0.319,1,0,1,1,28,0
Transport,Lagos,Inventory,159,1253927.05,721517.72,1392096.3,24,0.292,70,17913.24,9,0.804,0.677,0,0,0,1,63,0
Fashion,Enugu,Vehicle,60,560205.54,284412.21,421241.44,3,0.165,71,7890.22,11,0.842,0.869,3,1,1,1,38,0
Fashion,Kano,Property,163,196598.63,153640.47,379364.69,12,0.257,50,3931.97,7,0.733,0.309,1,0,1,1,60,0
Food Services,Rivers,None,138,1302782.25,849407.01,860390.52,12,0.298,55,23686.95,7,0.226,0.849,0,0,1,0,57,0
Fashion,Rivers,Inventory,172,1063991.46,697216.35,1143034.45,24,0.349,54,19703.55,8,0.502,0.724,3,0,1,1,52,0
Retail,Enugu,None,119,1558243.48,1065041.43,2756400.38,6,0.436,65,23972.98,6,0.767,0.366,4,1,1,1,46,0
Trading,Oyo,Inventory,33,569947.21,484450.47,1159573.89,12,0.437,59,9660.12,6,0.1,0.828,0,0,1,1,62,0
Transport,Enugu,None,7,160181.48,108904.78,157900.83,12,0.304,45,3559.59,10,0.591,0.682,2,0,1,1,39,0
Food Services,Abuja,Vehicle,44,1179244.06,635474.62,3339436.28,3,0.321,67,17600.66,9,0.827,0.617,3,0,1,1,43,0
Food Services,Oyo,Property,79,723439.0,452467.05,689660.0,24,0.359,44,16441.8,8,0.619,0.383,2,0,1,0,53,0
Agric,Kaduna,None,112,2552325.33,1937873.8,2256611.62,9,0.401,53,48157.08,8,0.463,0.671,3,1,1,1,60,1
Agric,Abuja,Equipment,161,748524.89,708904.8,678013.82,9,0.374,54,13861.57,5,0.68,0.772,1,0,1,1,41,0
Trading,Kano,Inventory,26,700170.95,395187.79,1977151.06,24,0.366,72,9724.6,9,0.522,0.606,4,1,1,1,61,1
Trading,Rivers,Property,114,1061856.16,685484.66,2863749.13,3,0.284,63,16854.86,2,0.359,0.237,0,0,1,1,50,0
Tech,Enugu,Inventory,16,426241.79,306261.96,248329.39,12,0.411,55,7749.85,13,0.22,0.898,0,0,1,0,31,0
Tech,Lagos,None,87,408145.03,377570.74,945483.6,3,0.349,61,6690.9,12,0.282,0.347,2,0,1,0,21,0
Retail,Rivers,Equipment,14,667900.35,366536.95,456658.03,24,0.198,68,9822.06,10,0.715,0.676,1,1,1,0,58,0
Retail,Enugu,None,67,318581.73,273094.59,219272.27,18,0.33,63,5056.85,6,0.757,0.77,1,1,1,1,57,1
Fashion,Lagos,Inventory,109,593512.81,489843.69,409553.81,12,0.243,52,11413.71,10,0.469,0.44,2,1,1,0,28,0
Tech,Delta,None,133,4179094.78,2665832.21,10757209.14,9,0.211,60,69651.58,9,0.285,0.496,3,0,1,1,51,1
Fashion,Kano,Equipment,145,1864251.81,1581238.15,2924245.03,24,0.345,64,29128.93,5,0.4,0.681,1,0,1,0,60,0
Food Services,Kano,Property,94,962446.87,730201.93,1821501.65,6,0.343,65,14806.87,11,0.445,0.787,0,0,1,0,21,0
Retail,Oyo,None,47,2947622.69,1701108.72,1700879.0,18,0.436,62,47542.3,5,0.161,0.72,2,0,1,0,41,0
Agric,Enugu,Inventory,164,347178.21,218230.28,955514.02,9,0.443,55,6312.33,8,0.193,0.911,2,0,0,0,43,0
Food Services,Kano,Equipment,168,6861220.39,4444377.02,20275294.98,18,0.273,56,122521.79,8,0.187,0.73,1,0,1,1,45,0
Transport,Delta,None,174,481926.91,311017.91,524310.66,18,0.204,58,8309.08,8,0.323,0.99,1,0,1,1,33,0
Retail,Delta,Inventory,142,4427852.7,3701084.54,9481307.66,24,0.192,58,76342.29,9,0.074,0.653,1,0,1,1,56,0
Transport,Rivers,Equipment,140,4410341.77,3515627.54,9689553.46,12,0.442,61,72300.68,7,0.609,0.461,1,0,1,1,37,0
Tech,Enugu,Inventory,14,150556.42,130823.72,438977.45,6,0.269,50,3011.13,12,0.8,0.97,0,0,1,0,37,0
Food Services,Abuja,Property,103,2731558.62,1993650.26,4669368.29,24,0.253,58,47095.84,13,0.516,0.988,3,0,1,0,51,0
Agric,Delta,Inventory,73,564943.93,371585.79,618492.98,12,0.336,59,9575.32,7,0.475,0.922,1,1,1,1,34,1
Food Services,Abuja,Equipment,47,437498.43,232087.7,612806.93,18,0.167,68,6433.8,11,0.691,0.733,1,0,1,1,45,0
Food Services,Abuja,None,13,1169602.27,1002906.56,2455029.41,6,0.344,71,16473.27,13,0.345,0.492,4,0,1,0,59,0
Agric,Enugu,None,39,294453.45,157133.92,495040.38,12,0.413,61,4827.11,4,0.473,0.489,2,1,0,0,40,1
Agric,Kaduna,None,164,1146010.55,728471.99,800509.66,24,0.367,64,17906.41,12,0.283,0.401,1,1,1,1,53,0
Tech,Rivers,Vehicle,163,312789.26,250543.46,787733.35,9,0.275,56,5585.52,8,0.091,0.721,3,0,1,0,35,0
Trading,Oyo,Property,133,855440.1,721885.92,2276045.45,12,0.185,79,10828.36,7,0.768,0.379,1,0,1,0,51,0
Retail,Abuja,Property,19,2426174.56,1287888.06,4114380.62,6,0.222,64,37908.98,4,0.534,0.902,2,0,1,0,54,0
Tech,Oyo,None,123,1032884.72,798861.92,1868153.76,6,0.23,54,19127.49,10,0.727,0.779,2,0,0,1,22,0
Food Services,Oyo,Inventory,23,527649.53,296387.34,912270.79,18,0.265,43,12270.92,7,0.446,0.587,1,0,1,1,35,0
Food Services,Delta,Property,123,1187392.16,998309.44,2166237.28,9,0.19,70,16962.75,5,0.748,0.536,4,2,1,1,36,0
Agric,Delta,Equipment,7,205698.71,170407.76,155622.56,6,0.323,67,3070.13,16,0.485,0.532,3,2,1,1,39,0
Food Services,Enugu,None,52,342842.11,286830.59,543090.09,6,0.26,66,5194.58,11,0.404,0.898,2,0,1,1,36,0
Trading,Enugu,Property,22,495219.78,261818.2,802101.66,3,0.299,63,7860.63,4,0.179,0.292,2,0,1,1,46,0
Fashion,Delta,None,168,1480906.89,1113258.98,4434258.53,9,0.236,68,21778.04,11,0.653,0.497,3,3,0,1,24,0
Fashion,Rivers,None,102,1050964.51,639388.23,653314.15,6,0.286,73,14396.77,6,0.623,0.73,2,0,1,1,31,0
Food Services,Enugu,Vehicle,166,1180737.51,853807.32,1511754.1,3,0.364,61,19356.35,8,0.782,0.7,2,0,1,0,56,0
Agric,Kaduna,Inventory,4,711660.11,672686.11,1238280.17,9,0.176,64,11119.69,6,0.1,0.226,2,0,1,1,42,0
Food Services,Rivers,Inventory,133,358868.15,194044.61,939548.53,24,0.303,50,7177.36,8,0.232,0.771,1,0,1,0,53,0
Trading,Delta,Inventory,86,2783738.16,2136027.46,4601777.47,24,0.335,56,49709.61,12,0.088,0.373,1,1,1,1,40,0
Tech,Enugu,Vehicle,84,389253.43,223528.7,477814.86,12,0.35,61,6381.2,8,0.411,0.738,0,0,1,1,25,0
Tech,Abuja,None,157,1063562.9,775893.51,1955009.98,12,0.427,51,20854.17,10,0.466,0.664,1,0,0,0,46,0
Retail,Kano,Property,9,659413.32,484276.48,819365.24,24,0.384,62,10635.7,7,0.306,0.813,3,0,0,0,30,0
Trading,Kano,None,170,1210681.34,853895.43,2264947.11,18,0.372,72,16815.02,10,0.199,0.331,2,1,1,0,42,0
Fashion,Delta,None,6,422972.19,333228.9,940965.36,6,0.41,54,7832.82,8,0.176,0.774,2,0,0,1,63,1
Retail,Delta,Inventory,65,1881179.34,1765273.91,3436831.67,12,0.424,65,28941.22,8,0.758,0.228,2,2,1,1,29,0
Transport,Kaduna,Inventory,25,2521715.86,2174597.68,5104174.91,9,0.402,67,37637.55,8,0.582,0.503,3,0,0,0,57,0
Retail,Enugu,None,94,1780119.0,1657888.28,1062363.63,3,0.334,53,33587.15,9,0.191,0.534,1,0,1,0,49,0
Retail,Lagos,Inventory,107,840592.93,491960.24,1804753.19,24,0.403,50,16811.86,8,0.562,0.468,1,0,0,0,21,0
Food Services,Delta,Equipment,115,493060.56,466905.28,1441802.01,12,0.248,63,7826.36,11,0.138,0.968,2,0,1,0,56,0
Trading,Rivers,Inventory,143,9247840.34,5893867.79,15990550.64,18,0.436,61,151603.94,7,0.393,0.883,1,0,1,1,34,1
Fashion,Rivers,Equipment,135,298802.44,153995.17,749029.17,18,0.202,57,5242.15,11,0.239,0.282,5,1,1,1,55,1
Fashion,Lagos,Property,170,1612194.09,1122580.81,3018451.91,3,0.219,67,24062.6,9,0.86,0.468,1,0,1,0,40,0
Retail,Delta,Inventory,81,984123.23,601091.31,2224115.36,6,0.198,72,13668.38,4,0.499,0.635,1,0,1,1,54,0
Agric,Kano,Inventory,32,689496.09,581213.65,878956.09,24,0.383,61,11303.21,8,0.226,0.984,2,2,1,1,28,0
Trading,Rivers,Inventory,28,861686.37,464555.45,2513677.33,6,0.28,48,17951.8,7,0.21,0.575,1,0,1,0,62,0
Food Services,Lagos,Inventory,50,460840.02,344063.82,478288.55,6,0.371,65,7089.85,5,0.543,0.855,1,1,1,0,30,0
Food Services,Kano,None,108,1071264.18,675141.22,961721.05,12,0.303,65,16480.99,9,0.428,0.634,1,1,1,1,63,1
Agric,Enugu,None,10,970087.97,575291.19,595450.65,6,0.271,53,18303.55,9,0.56,0.752,0,0,1,0,61,0
Trading,Delta,None,171,8120383.18,7259926.32,15046878.44,18,0.419,74,109734.91,8,0.054,0.762,0,0,1,0,22,0
Trading,Oyo,Inventory,178,1912152.24,1399652.14,3914658.03,18,0.28,66,28972.0,8,0.114,0.351,0,0,1,0,64,0
Trading,Oyo,Vehicle,30,1160422.24,750155.02,2464510.48,18,0.336,69,16817.71,9,0.159,0.682,3,1,0,1,51,0
Fashion,Kaduna,Inventory,140,1224450.88,1023338.56,1139447.92,18,0.408,76,16111.2,11,0.824,0.845,4,0,1,0,40,0
Food Services,Delta,Inventory,107,3819323.57,3376036.53,8129784.38,3,0.214,61,62611.86,5,0.834,0.539,1,1,1,0,30,0
Agric,Abuja,Inventory,87,304557.78,212867.47,277990.11,12,0.271,69,4413.88,10,0.697,0.899,0,0,1,0,40,0
Fashion,Delta,Equipment,132,618801.94,360115.39,1477379.04,6,0.193,61,10144.29,8,0.167,0.409,2,0,1,1,47,0
Agric,Oyo,Inventory,104,131081.57,124193.49,155739.52,3,0.313,64,2048.15,6,0.103,0.417,1,0,1,0,41,0
Retail,Delta,Inventory,58,1206092.63,797877.68,1875612.49,24,0.387,48,25126.93,7,0.66,0.66,3,0,1,1,56,0
Transport,Lagos,Equipment,101,1564937.39,927189.36,2219187.03,6,0.167,67,23357.27,10,0.663,0.87,2,0,1,1,28,0
Fashion,Lagos,None,25,297735.25,162709.07,422577.91,18,0.168,73,4078.57,7,0.263,0.746,4,1,1,1,63,0
Food Services,Delta,Inventory,46,2653982.81,1474909.2,6110420.43,9,0.372,54,49147.83,10,0.319,0.946,2,0,1,1,38,0
Trading,Enugu,Inventory,175,381935.87,353049.76,1143681.11,18,0.363,45,8487.46,9,0.849,0.34,3,0,1,0,22,0
Agric,Rivers,Property,34,535940.65,496279.53,974513.95,9,0.271,66,8120.31,5,0.071,0.979,0,0,1,0,43,0
Agric,Delta,Vehicle,108,812287.26,591808.01,1220540.59,9,0.258,57,14250.65,9,0.461,0.71,3,1,1,1,30,1
Retail,Lagos,Property,54,3062605.94,2485184.89,3780014.59,3,0.235,84,36459.59,5,0.738,0.645,2,0,1,0,26,1
Food Services,Enugu,Inventory,84,336927.13,294706.35,694472.71,9,0.169,64,5264.49,10,0.067,0.404,1,0,1,1,41,0
Fashion,Rivers,None,45,948011.97,711819.11,1543323.71,18,0.304,74,12810.97,6,0.358,0.512,0,0,0,0,46,0
Retail,Lagos,Inventory,102,1464982.68,1172193.52,3562969.24,18,0.335,59,24830.21,12,0.587,0.399,0,0,0,1,43,0
Food Services,Kaduna,Property,100,1216663.88,1137748.96,2453673.84,24,0.41,69,17632.81,8,0.89,0.89,2,0,1,0,40,0
Tech,Kaduna,Vehicle,111,1257782.65,726547.22,1924160.26,12,0.313,64,19652.85,5,0.291,0.953,3,0,1,0,42,0
Tech,Lagos,Property,56,1447502.48,814151.52,4172466.62,24,0.196,59,24533.94,11,0.338,0.861,0,0,1,1,48,0
Tech,Lagos,None,104,442745.13,371403.08,233840.9,12,0.242,62,7141.05,7,0.412,0.661,3,0,1,1,60,0
Agric,Oyo,Equipment,131,3331728.54,2720348.99,7408831.59,18,0.386,84,39663.44,6,0.582,0.412,2,2,1,0,64,0
Food Services,Lagos,Property,129,659980.48,385216.41,1007776.1,3,0.335,59,11186.11,3,0.889,0.365,2,0,0,0,58,0
Trading,Enugu,Equipment,102,585684.55,372546.13,470922.35,6,0.381,62,9446.53,7,0.75,0.265,1,0,1,1,42,0
Agric,Delta,Equipment,54,2453099.66,1982999.36,1795027.78,12,0.274,57,43036.84,10,0.662,0.496,1,0,1,1,37,0
Agric,Kaduna,Inventory,96,413531.85,298762.03,878051.13,12,0.17,63,6564.0,9,0.615,0.833,2,0,1,1,27,1
Agric,Rivers,Equipment,97,973108.02,877805.53,846052.1,9,0.418,67,14524.0,5,0.26,0.887,2,1,0,0,27,0
Trading,Rivers,None,171,380578.92,333661.0,1004800.7,24,0.255,56,6796.05,8,0.499,0.922,0,0,1,1,35,0
